name,nationality,sex,height,sport,gold,silver,bronze
Alfred Kipketer,KEN,male,1.67,athletics,0,0,0
Alfredo Campo,ECU,male,1.92,cycling,0,0,0
Alfredo Talavera,MEX,male,1.88,football,0,0,0
Alhussein Gambour,LBA,male,1.75,rowing,0,0,0
Ali Adnan,IRQ,male,1.80,football,0,0,0
Ali Elghrari,LBA,male,,archery,0,0,0
Ali Eren Demirezen,TUR,male,1.89,boxing,0,0,0
Ali Faez,IRQ,male,1.84,football,0,0,0
Ali Hashemi,IRI,male,1.78,weightlifting,0,0,0
Ali Hisny,IRQ,male,1.77,football,0,0,0
Ali Kaya,TUR,male,1.75,athletics,0,0,0
Ali Khalafalla,EGY,male,1.82,aquatics,0,0,0
Ali Khamis Khamis,BRN,male,1.82,athletics,0,0,0
Ali Krieger,USA,female,1.68,football,0,0,0
Ali Messaoudi,ALG,male,1.78,athletics,0,0,0
Ali Nouisri,TUN,male,1.84,cycling,0,0,0
Ali Pakdaman,IRI,male,1.93,fencing,0,0,0
Ali Riley,NZL,female,1.63,football,0,0,0
Ali Suljic,SWE,male,1.89,football,0,0,0
Ali Yousef Al Rumaihi,QAT,male,1.77,equestrian,0,0,0
Ali Zein Mohamed,EGY,male,1.90,handball,0,0,0
Alia Atkinson,JAM,female,1.73,aquatics,0,0,0
Alia Saeed Mohammed,UAE,female,1.58,athletics,0,0,0
Aliaksandr Bersanau,BLR,male,1.76,weightlifting,0,0,0
Aliaksandr Buikevich,BLR,male,1.91,fencing,0,0,0
Aliaksandr Liakhovich,BLR,male,1.72,athletics,0,0,0
Aliaksandra Herasimenia,BLR,female,1.74,aquatics,0,0,1
Aliaksandra Tarasava,BLR,female,1.70,basketball,0,0,0
Aliaksei Mzhachyk,BLR,male,1.90,weightlifting,0,0,0
Alican Kaynar,TUR,male,1.91,sailing,0,0,0
Alice Aprot Nawowuna,KEN,female,1.52,athletics,0,0,0
Alice Ingley,AUS,female,1.72,archery,0,0,0
Alice Mizzau,ITA,female,1.80,aquatics,0,0,0
Alice Naber-Lozeman,NED,female,1.68,equestrian,0,0,0
Alice Richardson,GBR,female,1.72,rugby sevens,0,0,0
Alice Schlesinger,GBR,female,1.65,judo,0,0,0
Alice Sinno,ITA,female,1.75,sailing,0,0,0
Alice Sotero,ITA,female,1.66,modern pentathlon,0,0,0
Alicia Blagg,GBR,female,1.65,aquatics,0,0,0
Alicia Brown,CAN,female,1.65,athletics,0,0,0
Alicia Cebrian Martinez de Lagos,ESP,female,1.68,sailing,0,0,0
Alicia Coutts,AUS,female,1.76,aquatics,0,0,0
Alicia Magaz,ESP,female,1.61,hockey,0,0,0
Alicia Quirk,AUS,female,1.73,rugby sevens,1,0,0
Alicja Tchorz,POL,female,1.76,aquatics,0,0,0
Alin Alexuc Ciurariu,ROU,male,1.91,wrestling,0,0,0
Alin Coste,ROU,male,2.01,aquatics,0,0,0
Alin George Moldoveanu,ROU,male,1.73,shooting,0,0,0
Alina Armas,NAM,female,1.66,athletics,0,0,0
Alina Fodorova,UKR,female,1.75,athletics,0,0,0
Alina Komashchuk,UKR,female,1.69,fencing,0,1,0
Alina Logvynenko,UKR,female,1.80,athletics,0,0,0
Alina Rotaru,ROU,female,1.75,athletics,0,0,0
Alina Stadnik Makhynia,UKR,female,1.65,wrestling,0,0,0
Alina Talay,BLR,female,1.64,athletics,0,0,0
Aline,BRA,female,1.62,football,0,0,0
Aline Focken,GER,female,1.77,wrestling,0,0,0
Aline da Silva Ferreira,BRA,female,1.78,wrestling,0,0,0
Aliona Dubitskaya,BLR,female,1.80,athletics,0,0,0
Alireza Khojasteh,IRI,male,1.82,judo,0,0,0
Alireza Mohammad Karimimachiani,IRI,male,1.75,wrestling,0,0,0
Alisa Kano,USA,female,1.63,gymnastics,0,0,0
Alisa Kiriliuk,RUS,female,1.65,sailing,0,0,0
Alise Post,USA,female,1.58,cycling,0,1,0
Alisha Glass,USA,female,1.84,volleyball,0,0,1
Alison Cerutti,BRA,male,2.03,volleyball,1,0,0
Alison Young,GBR,female,1.82,sailing,0,0,0
Alistair Bond,NZL,male,1.86,rowing,0,0,0
Alistair Brownlee,GBR,male,1.84,triathlon,1,0,0
Aliya Mustafina,RUS,female,1.61,gymnastics,1,1,1
Aliyah Abrams,GUY,female,1.63,athletics,0,0,0
Alize Cornet,FRA,female,1.73,tennis,0,0,0
Alla Cherkasova,UKR,female,1.65,wrestling,0,0,0
Alla Shishkina,RUS,female,1.70,aquatics,1,0,0
Allan Banegas,HON,male,1.80,football,0,0,0
Allan Fa'alava'au,AUS,male,1.70,rugby sevens,0,0,0
Allan Gutierrez,HON,male,1.78,aquatics,0,0,0
Allan Julie,SEY,male,1.81,sailing,0,0,0
Allan Norregaard,DEN,male,1.73,sailing,0,0,0
Allan do carmo,BRA,male,1.74,aquatics,0,0,0
Allans Vargas,HON,male,1.84,football,0,0,0
Allar Raja,EST,male,1.90,rowing,0,0,1
Allie Long,USA,female,1.72,football,0,0,0
Allison Beveridge,CAN,female,1.69,cycling,0,0,1
Allison M. Brock,USA,female,1.68,equestrian,0,0,1
Allison Pineau,FRA,female,1.81,handball,0,1,0
Allison Schmitt,USA,female,1.86,aquatics,1,1,0
Allistar Clarke,SKN,male,1.87,athletics,0,0,0
Allysha Chapman,CAN,female,1.60,football,0,0,1
Allyson Felix,USA,female,1.68,athletics,2,1,0
Allyson Ponson,ARU,female,1.65,aquatics,0,0,0
Almat Kebispayev,KAZ,male,1.66,wrestling,0,0,0
Almaz Ayana,ETH,female,1.66,athletics,1,0,1
Almir Velagic,GER,male,1.83,weightlifting,0,0,0
Almuth Schult,GER,female,1.80,football,1,0,0
Alona Koshevatskiy,ISR,female,1.70,gymnastics,0,0,0
Alona Ribakova,LAT,female,1.76,aquatics,0,0,0
Alonso Edward,PAN,male,1.81,athletics,0,0,0
Alonso Valdez Prado,PER,male,1.70,equestrian,0,0,0
Alonzo Russell,BAH,male,,athletics,0,0,1
Alphas Leken Kishoyian,KEN,male,1.67,athletics,0,0,0
Alphonce Felix Simbu,TAN,male,,athletics,0,0,0
Altobeli da Silva,BRA,male,1.81,athletics,0,0,0
Alvaro Doda de Miranda,BRA,male,1.86,equestrian,0,0,0
Alvaro Iglesias,ESP,male,1.78,hockey,0,0,0
Alvaro Martin,ESP,male,1.79,athletics,0,0,0
Alvaro de Arriba,ESP,male,1.77,athletics,0,0,0
Alvin Singh,FIJ,male,1.85,football,0,0,0
Alyce Burnett,AUS,female,1.82,canoe,0,0,0
Alyn Camara,GER,male,1.96,athletics,0,0,0
Alysbeth Felix,PUR,female,1.71,athletics,0,0,0
Alysha Newman,CAN,female,1.72,athletics,0,0,0
Alyson Dixon,GBR,female,1.55,athletics,0,0,0
Alyssa Bull,AUS,female,1.73,canoe,0,0,0
Alyssa Conley,RSA,female,1.76,athletics,0,0,0
Alyssa Manley,USA,female,1.58,hockey,0,0,0
Alyssa Naeher,USA,female,1.75,football,0,0,0
Alyxandria Treasure,CAN,female,1.55,athletics,0,0,0
Alzbeta Dufkova,CZE,female,1.72,aquatics,0,0,0
Amadou Camara,GUI,male,1.63,aquatics,0,0,0
Amadou Ndiaye,SEN,male,1.80,athletics,0,0,0
Amaia Erbina,ESP,female,1.71,rugby sevens,0,0,0
Amaka Ogoegbunam,NGR,female,1.64,athletics,0,0,0
Amalie Dideriksen,DEN,female,1.75,cycling,0,0,0
Amalie Iuel,NOR,female,,athletics,0,0,0
Amalie Thomsen,DEN,female,1.66,canoe,0,0,0
Amaliya Sharoyan,ARM,female,1.70,athletics,0,0,0
Aman Wote,ETH,male,1.83,athletics,0,0,0
Amanda Araujo,BRA,female,1.62,rugby sevens,0,0,0
Amanda Carr,THA,female,1.65,cycling,0,0,0
Amanda Dlamini,RSA,female,1.64,football,0,0,0
Amanda Elmore,USA,female,1.81,rowing,1,0,0
Amanda Ilestedt,SWE,female,1.78,football,0,0,0
Amanda Kurtovic,NOR,female,1.75,handball,0,0,1
Amanda Ng,SIN,female,1.70,sailing,0,0,0
Amanda Oliveira,BRA,female,1.69,aquatics,0,0,0
Amanda Polk,USA,female,1.81,rowing,1,0,0
Amanda Simeao,BRA,female,1.66,fencing,0,0,0
Amanda Spratt,AUS,female,1.61,cycling,0,0,0
Amanda Weir,USA,female,1.88,aquatics,0,1,0
Amandine Henry,FRA,female,1.71,football,0,0,0
Amandine Leynaud,FRA,female,1.78,handball,0,1,0
Amandine Lhote,FRA,female,1.68,canoe,0,0,0
Amanmurad Hommadov,TKM,male,1.90,athletics,0,0,0
Amanuel Mesel,ERI,male,1.77,athletics,0,0,0
Amar Music,CRO,male,1.70,weightlifting,0,0,0
Amarhajy Mahamedau,BLR,male,1.84,wrestling,0,0,0
Amas Daniel,NGR,male,1.65,wrestling,0,0,0
Amber Campbell,USA,female,1.71,athletics,0,0,0
Amber Hearn,NZL,female,1.73,football,0,0,0
Amber Hill,GBR,female,1.58,shooting,0,0,0
Ambroise Uwiragiye,RWA,male,,athletics,0,0,0
Ameen Zakkar,QAT,male,1.95,handball,0,0,0
Ameer Webb,USA,male,1.81,athletics,0,0,0
Amel Bouderra,FRA,female,1.63,basketball,0,0,0
Amel Majri,FRA,female,1.64,football,0,0,0
Amel Tuka,BIH,male,1.87,athletics,0,0,0
Amela Terzic,SRB,female,1.69,athletics,0,0,0
Amelia Belotti,ARG,female,1.80,handball,0,0,0
Amelia Cozad,USA,female,1.61,aquatics,0,0,0
Amelia Gibson,NZL,female,1.72,hockey,0,0,0
Amelia Rosa Fournel,ARG,female,1.60,shooting,0,0,0
Amelie Kretz,CAN,female,1.68,triathlon,0,0,0
Amer Hrustanovic,AUT,male,1.80,wrestling,0,0,0
Ami Kondo,JPN,female,1.56,judo,0,0,1
Amidou Mir,FRA,male,1.73,cycling,0,0,0
Amie Thompson,AUS,female,1.67,aquatics,0,0,0
Amina Bettiche,ALG,female,1.65,athletics,0,0,0
Amina Kajtaz,BIH,female,1.73,aquatics,0,0,0
Amina Rouba,ALG,female,1.73,rowing,0,0,0
Aminat Oluwafunmilayo Adeniyi,NGR,female,1.65,wrestling,0,0,0
Aminath Shajan,MDV,female,,aquatics,0,0,0
Amine Bannour,TUN,male,1.96,handball,0,0,0
Amine Belferar,ALG,male,1.75,athletics,0,0,0
Amini Tuitavake Fonua,TGA,male,1.86,aquatics,0,0,0
Aminu Umar,NGR,male,1.72,football,0,0,1
Amir Ghafour,IRI,male,2.02,volleyball,0,0,0
Amiran Papinashvili,GEO,male,1.62,judo,0,0,0
Amit Ivry,ISR,female,1.70,aquatics,0,0,0
Amjed Attwan,IRQ,male,1.80,football,0,0,0
Ammar Abdulhussein,IRQ,male,1.80,football,0,0,0
Ammara Pinto,MAW,female,1.63,aquatics,0,0,0
Amna Bakhit,SUD,female,1.75,athletics,0,0,0
Amnat Ruenroeng,THA,male,1.64,boxing,0,0,0
Amor Ben Yahia,TUN,male,1.76,athletics,0,0,0
Amro Elgeziry,EGY,male,1.85,modern pentathlon,0,0,0
Amy Cragg,USA,female,1.63,athletics,0,0,0
Amy Cure,AUS,female,1.72,cycling,0,0,0
Amy Millar,CAN,female,1.83,equestrian,0,0,0
Amy Sene,SEN,female,1.75,athletics,0,0,0
Amy Tinkler,GBR,female,1.52,gymnastics,0,0,1
Amy Turner,AUS,female,1.68,rugby sevens,1,0,0
Amy Wilson Hardy,GBR,female,1.67,rugby sevens,0,0,0
An-Li Kachelhoffer,RSA,female,1.60,cycling,0,0,0
Ana Beatriz Bulcao,BRA,female,1.67,fencing,0,0,0
Ana Cabecinha,POR,female,1.63,athletics,0,0,0
Ana Claudia Silva,BRA,female,1.58,athletics,0,0,0
Ana Dabovic,SRB,female,1.83,basketball,0,0,1
Ana Derek,CRO,female,1.64,gymnastics,0,0,0
Ana Dulce Felix,POR,female,1.66,athletics,0,0,0
Ana Gallay,ARG,female,1.73,volleyball,0,0,0
Ana Iulia Dascal,ROU,female,1.83,aquatics,0,0,0
Ana Ivanovic,SRB,female,1.77,tennis,0,0,0
Ana Jose Tima,DOM,female,1.68,athletics,0,0,0
Ana Konjuh,CRO,female,1.74,tennis,0,0,0
Ana Luiza Barbachan,BRA,female,1.71,sailing,0,0,0
Ana Luiza Filiorianu,ROU,female,1.64,gymnastics,0,0,0
Ana Marcela Cunha,BRA,female,1.65,aquatics,0,0,0
Ana Maria Popescu,ROU,female,1.75,fencing,1,0,0
Ana Maria Rendon,COL,female,1.60,archery,0,0,0
Ana Paula Belo,BRA,female,1.72,handball,0,0,0
Ana Paula Vergutz,BRA,female,1.76,canoe,0,0,0
Ana Perez,ESP,female,1.51,gymnastics,0,0,0
Ana Ramirez,COL,female,1.68,rugby sevens,0,0,0
Ana Rente,POR,female,1.58,gymnastics,0,0,0
Ana Roqica,FIJ,female,1.62,rugby sevens,0,0,0
Ana Sanabria,COL,female,1.56,cycling,0,0,0
Ana Satila,BRA,female,1.63,canoe,0,0,0
Ana Simic,CRO,female,1.78,athletics,0,0,0
Ana Sofia Gomez,GUA,female,1.56,gymnastics,0,0,0
Ana Sofia Nobrega,ANG,female,1.74,aquatics,0,0,0
Ana Veronica Rodean,ROU,female,1.70,athletics,0,0,0
Ana Zaninovic,CRO,female,1.72,taekwondo,0,0,0
Ana-Roxana Lehaci,AUT,female,1.72,canoe,0,0,0
Anabel Medina Garrigues,ESP,female,1.69,tennis,0,0,0
Anabelle Smith,AUS,female,1.68,aquatics,0,0,1
Anamari Velensek,SLO,female,1.78,judo,0,0,1
Anamaria Ionita,ROU,female,1.75,athletics,0,0,0
Anas Beshr,EGY,male,,athletics,0,0,0
Anaso Jobodwana,RSA,male,1.87,athletics,0,0,0
Anass Ait El Abdia,MAR,male,1.80,cycling,0,0,0
Anass Houssein,DJI,male,1.75,judo,0,0,0
Anastasia Abrosimova,RUS,female,1.64,triathlon,0,0,0
Anastasia Bliznyuk,RUS,female,1.73,gymnastics,1,0,0
Anastasia Bogdanovski,MKD,female,1.74,aquatics,0,0,0
Anastasia Gloushkov Leventhal,ISR,female,1.65,aquatics,0,0,0
Anastasia Pavlova,UKR,female,1.72,archery,0,0,0
Anastasia Pavlyuchenkova,RUS,female,1.77,tennis,0,0,0
Anastasia Rodionova,AUS,female,,tennis,0,0,0
Anastasia Shlyakhovaya,RUS,female,1.92,volleyball,0,0,0
Anastasia Simanovich,RUS,female,1.74,aquatics,0,0,1
Anastasiia Baryshnikova,RUS,female,1.73,taekwondo,0,0,0
Anastasiia Beliakova,RUS,female,1.73,boxing,0,0,1
Anastasiia Fesikova,RUS,female,1.82,aquatics,0,0,0
Anastasiia Hotfrid,GEO,female,1.69,weightlifting,0,0,0
Anastasiia Kozhenkova,UKR,female,1.86,rowing,0,0,0
Anastasiia Krapivina,RUS,female,1.70,aquatics,0,0,0
Anastasiia Lysenko,UKR,female,1.76,weightlifting,0,0,0
Anastasiia Maksimova,RUS,female,1.70,gymnastics,1,0,0
Anastasiia Nedobiga,UKR,female,1.62,aquatics,0,0,0
Anastasiia Tatareva,RUS,female,1.65,gymnastics,1,0,0
Anastasiia Todorova,UKR,female,1.68,canoe,0,0,0
Anastasiia Voinova,RUS,female,1.62,cycling,0,1,0
Anastasija Grigorjeva,LAT,female,1.69,wrestling,0,0,0
Anastasija Khmelnytska,GER,female,1.71,gymnastics,0,0,0
Anastasiya Mikhalenka,BLR,female,1.62,weightlifting,0,0,0
Anastasiya Prokopenko,BLR,female,1.63,modern pentathlon,0,0,0
Anastasiya Puzakova,BLR,female,1.61,athletics,0,0,0
Anastasiya Savchuk,UKR,female,1.77,aquatics,0,0,0
Anastasiya Serdyukova,UZB,female,1.70,gymnastics,0,0,0
Anastasiya Spas,UKR,female,1.78,modern pentathlon,0,0,0
Anastasiya Tulapina,KAZ,female,1.67,athletics,0,0,0
Anastasiya Tyurina,TJK,female,1.65,aquatics,0,0,0
Anastasiya Verameyenka,BLR,female,1.92,basketball,0,0,0
Anastasiya Voznyak,UKR,female,1.69,gymnastics,0,0,0
Anastassiya Pilipenko,KAZ,female,1.74,athletics,0,0,0
Anastassya Kudinova,KAZ,female,1.76,athletics,0,0,0
Anatolii Herey,UKR,male,1.86,fencing,0,0,0
Ancuta Bobocel,ROU,female,1.67,athletics,0,0,0
Andela Bulatovic,MNE,female,1.75,handball,0,0,0
Andelo Setka,CRO,male,1.86,aquatics,0,1,0
Ander Elosegi,ESP,male,1.86,canoe,0,0,0
Anders Dahl,DEN,male,1.80,equestrian,0,0,0
Anders Lie Nielsen,DEN,male,1.86,aquatics,0,0,0
Anders Pedersen,NOR,male,,sailing,0,0,0
Anders Weiss,USA,male,1.96,rowing,0,0,0
Anderson Oliveira,BRA,male,1.69,canoe,0,0,0
Andile Dlamini,RSA,female,1.69,football,0,0,0
Andile Fikizolo,RSA,male,1.75,football,0,0,0
Andjelko Risticevic,SRB,male,1.91,athletics,0,0,0
Andranik Karapetyan,ARM,male,1.80,weightlifting,0,0,0
Andras Parti,HUN,male,1.74,cycling,0,0,0
Andras Redli,HUN,male,1.93,fencing,0,0,1
Andre,POR,male,1.71,football,0,0,0
Andre Breitbarth,GER,male,1.91,judo,0,0,0
Andre Fernando S. Martins Cardoso,POR,male,1.68,cycling,0,0,0
Andre Link,GER,male,1.74,shooting,0,0,0
Andre Matias,ANG,male,1.80,rowing,0,0,0
Andre Patrocinio,BRA,male,1.73,hockey,0,0,0
Andre Pereira,BRA,male,1.85,aquatics,0,0,0
Andre Sa,BRA,male,1.80,tennis,0,0,0
Andre Silva,BRA,male,1.70,rugby sevens,0,0,0
Andre Soares,BRA,male,1.94,handball,0,0,0
Andre de Grasse,CAN,male,1.76,athletics,0,1,2
Andrea Arsovic,SRB,female,1.65,shooting,0,0,0
Andrea Baldini,ITA,male,1.75,fencing,0,0,0
Andrea Brewster,IRL,female,1.63,sailing,0,0,0
Andrea Carolina Olaya Gutierrez,COL,female,1.76,wrestling,0,0,0
Andrea Cassara,ITA,male,1.93,fencing,0,0,0
Andrea Cedron,PER,female,1.69,aquatics,0,0,0
Andrea Chiarabini,ITA,male,1.79,aquatics,0,0,0
Andrea D'Arrigo,ITA,male,1.94,aquatics,0,0,0
Andrea Deelstra,NED,female,1.64,athletics,0,0,0
Andrea Fondelli,ITA,male,1.90,aquatics,0,0,1
Andrea Geubelle,USA,female,1.63,athletics,0,0,0
Andrea Hewitt,NZL,female,1.60,triathlon,0,0,0
Andrea Hlavackova,CZE,female,1.74,tennis,0,0,0
Andrea Ivancevic,CRO,female,1.68,athletics,0,0,0
Andrea Kilday,NZL,female,1.61,taekwondo,0,0,0
Andrea Klikovac,MNE,female,1.75,handball,0,0,0
Andrea Kneppers,NED,female,1.75,aquatics,0,0,0
Andrea Mayr,AUT,female,1.74,athletics,0,0,0
Andrea Micheletti,ITA,male,1.87,rowing,0,0,0
Andrea Miklos,ROU,female,1.65,athletics,0,0,0
Andrea Murez,ISR,female,1.84,aquatics,0,0,0
Andrea Perez Pena,ECU,female,1.61,shooting,0,0,0
Andrea Petkovic,GER,female,1.80,tennis,0,0,0
Andrea Salvisberg,SUI,male,1.80,triathlon,0,0,0
Andrea Santarelli,ITA,male,1.84,fencing,0,1,0
Andrea Seccafien,CAN,female,1.52,athletics,0,0,0
Andrea Tiberi,ITA,male,1.83,cycling,0,0,0
Andrea Toniato,ITA,male,1.82,aquatics,0,0,0
Andreanne Langlois,CAN,female,1.58,canoe,0,0,0
Andreas Bretschneider,GER,male,1.67,gymnastics,0,0,0
Andreas Bube,DEN,male,1.78,athletics,0,0,0
Andreas Chasikos,CYP,male,1.75,shooting,0,0,0
Andreas Kuffner,GER,male,1.96,rowing,0,1,0
Andreas Linde,SWE,male,1.96,football,0,0,0
Andreas Loew,GER,male,1.77,shooting,0,0,0
Andreas Maxso,DEN,male,1.90,football,0,0,0
Andreas Nilsson,SWE,male,1.97,handball,0,0,0
Andreas Pheobus Cariolou,CYP,male,1.81,sailing,0,0,0
Andreas Schilling,DEN,male,1.85,triathlon,0,0,0
Andreas Seppi,ITA,male,1.90,tennis,0,0,0
Andreas Toba,GER,male,1.72,gymnastics,0,0,0
Andreas Vazaios,GRE,male,1.90,aquatics,0,0,0
Andreas Wolff,GER,male,1.98,handball,0,0,1
Andreea Aanei,ROU,female,1.70,weightlifting,0,0,0
Andreea Arsine,ROU,female,1.59,athletics,0,0,0
Andreea Boghian,ROU,female,1.86,rowing,0,0,1
Andreea Chitu,ROU,female,1.57,judo,0,0,0
Andreea Mitu,ROU,female,1.75,tennis,0,0,0
Andrei Churyla,BLR,male,1.89,athletics,0,0,0
Andrei Gag,ROU,male,1.91,athletics,0,0,0
Andrei Jamsa,EST,male,1.84,rowing,0,0,1
Andrei Shabasov,RUS,male,1.80,aquatics,0,0,0
Andrei Vasile Muntean,ROU,male,1.70,gymnastics,0,0,0
Andrei Zamkovoi,RUS,male,1.82,boxing,0,0,0
Andreia Bandeira,BRA,female,1.69,boxing,0,0,0
Andreina Pinto,VEN,female,1.76,aquatics,0,0,0
Andrej Gacina,CRO,male,1.85,table tennis,0,0,0
Andrej Martin,SVK,male,1.80,tennis,0,0,0
Andrej Olijnik,LTU,male,1.85,canoe,0,0,0
Andres Arroyo,PUR,male,1.77,athletics,0,0,0
Andres Chocho,ECU,male,1.70,athletics,0,0,0
Andres Ducasse,CHI,male,1.71,sailing,0,0,0
Andres Eduardo Mata Perez,ESP,male,1.74,weightlifting,0,0,0
Andres Mauricio Caicedo Piedrahita,COL,male,1.74,weightlifting,0,0,0
Andres Mir,ESP,male,1.80,hockey,0,0,0
Andres Nocioni,ARG,male,2.01,basketball,0,0,0
Andres Pila,COL,male,1.74,archery,0,0,0
Andres Renteria,COL,male,1.81,football,0,0,0
Andres Roa,COL,male,1.75,football,0,0,0
Andres Roberto Montano Arroyo,ECU,male,1.66,wrestling,0,0,0
Andres Ruiz,COL,male,1.64,athletics,0,0,0
Andres Silva,URU,male,1.78,athletics,0,0,0
Andressa,BRA,female,1.60,football,0,0,0
Andressa Alves,BRA,female,1.68,football,0,0,0
Andressa de Morais,BRA,female,1.78,athletics,0,0,0
Andrew Amonde,KEN,male,1.90,rugby sevens,0,0,0
Andrew Bogut,AUS,male,2.07,basketball,0,0,0
Andrew Butchart,GBR,male,1.75,athletics,0,0,0
Andrew Campbell Jr,USA,male,1.78,rowing,0,0,0
Andrew Charter,AUS,male,1.82,hockey,0,0,0
Andrew Chetcuti,MLT,male,1.77,aquatics,0,0,0
Andrew Durutalo,USA,male,1.88,rugby sevens,0,0,0
Andrew Evans,USA,male,1.99,athletics,0,0,0
Andrew Fisher,BRN,male,,athletics,0,0,0
Andrew Graham Peebles,ZIM,male,1.91,rowing,0,0,0
Andrew Lewis,TTO,male,1.77,sailing,0,0,0
Andrew Pozzi,GBR,male,1.90,athletics,0,0,0
Andrew Riley,JAM,male,1.85,athletics,0,0,0
Andrew T Hodge,GBR,male,1.92,rowing,1,0,0
Andrew Thomas Bisek,USA,male,1.78,wrestling,0,0,0
Andrew Thomas Mlugu,TAN,male,1.58,judo,0,0,0
Andrew Vernon,GBR,male,1.82,athletics,0,0,0
Andrew Willis,GBR,male,1.89,aquatics,0,0,0
Andrew Yorke,CAN,male,1.90,triathlon,0,0,0
Andrey Amador Bikkazakova,CRC,male,1.83,cycling,0,0,0
Andrey Ashchev,RUS,male,2.02,volleyball,0,0,0
Andrey Fonseca,CRC,male,1.68,cycling,0,0,0
Andrey Grechin,RUS,male,1.99,aquatics,0,0,0
Andrey Kraitor,RUS,male,1.79,canoe,0,0,0
Andrey Kuznetsov,RUS,male,1.85,tennis,0,0,0
Andrey Likhovitskiy,BLR,male,1.72,gymnastics,0,0,0
Andrey Mitin,RUS,male,1.74,equestrian,0,0,0
Andrey Petrov,UZB,male,1.69,athletics,0,0,0
Andrey Yerguchyov,KAZ,male,1.88,canoe,0,0,0
Andrey Yudin,RUS,male,1.75,gymnastics,0,0,0
Andrey Zeits,KAZ,male,,cycling,0,0,0
Andri Eleftheriou,CYP,female,1.62,shooting,0,0,0
Andrii Govorov,UKR,male,1.90,aquatics,0,0,0
Andrii Khripta,UKR,male,,cycling,0,0,0
Andrii Sienichkin,UKR,male,1.75,gymnastics,0,0,0
Andrija Prlainovic,SRB,male,1.87,aquatics,1,0,0
Andrija Sljukic,SRB,male,1.96,rowing,0,0,0
Andrique Allisop,SEY,male,1.75,boxing,0,0,0
Andrius Gudzius,LTU,male,2.00,athletics,0,0,0
Andrius Sidlauskas,LTU,male,1.87,aquatics,0,0,0
Andriy Fedechko,UKR,male,1.78,modern pentathlon,0,0,0
Andriy Grivko,UKR,male,1.80,cycling,0,0,0
Andriy Kvyatkovskyy,UKR,male,1.75,wrestling,0,0,0
Andriy Protsenko,UKR,male,1.94,athletics,0,0,0
Andriy Yagodka,UKR,male,1.95,fencing,0,0,0
Andro Buslje,CRO,male,2.00,aquatics,0,1,0
Andy Murray,GBR,male,1.88,tennis,1,0,0
Andy Ogide,NGR,male,2.04,basketball,0,0,0
Andy Pereira,CUB,male,1.66,table tennis,0,0,0
Ane Marcelle dos Santos,BRA,female,1.53,archery,0,0,0
Ane Santesteban Gonzalez,ESP,female,1.60,cycling,0,0,0
Anel Oosthuizen,RSA,female,1.67,athletics,0,0,0
Anette Viborg,DEN,female,1.72,sailing,0,0,0
Anezka Drahotova,CZE,female,1.83,athletics,0,0,0
Anfisa Pochkalova,UKR,female,1.78,fencing,0,0,0
Angel Correa,ARG,male,1.74,football,0,0,0
Angel Fournier Rodriguez,CUB,male,1.98,rowing,0,0,0
Angel Kodinov,BUL,male,1.88,canoe,0,0,0
Angel Lopez,ESP,male,1.72,rugby sevens,0,0,0
Angel McCoughtry,USA,female,1.85,basketball,1,0,0
Angel Pulgar,VEN,male,1.74,cycling,0,0,0
Angela Castro,BOL,female,1.60,athletics,0,0,0
Angela Clavijo,COL,female,1.63,football,0,0,0
Angela Hannah,GBR,female,1.74,canoe,0,0,0
Angela Malestein,NED,female,1.73,handball,0,0,0
Angela Petty,NZL,female,1.68,athletics,0,0,0
Angela Tenorio,ECU,female,1.63,athletics,0,0,0
Angela Whyte,CAN,female,1.70,athletics,0,0,0
Angela del Pan,ESP,female,1.73,rugby sevens,0,0,0
Angelica Bengtsson,SWE,female,1.63,athletics,0,0,0
Angelica Delgado,USA,female,1.61,judo,0,0,0
Angelica Moser,SUI,female,1.69,athletics,0,0,0
Angelica Roos,SWE,female,1.58,weightlifting,0,0,0
Angelica Wallen,SWE,female,1.72,handball,0,0,0
Angelika Cichocka,POL,female,1.70,athletics,0,0,0
Angelika Sita Ouedraogo,BUR,female,1.72,aquatics,0,0,0
Angelina Kysla,UKR,female,1.58,gymnastics,0,0,0
Angelina Melnikova,RUS,female,1.51,gymnastics,0,1,0
Angelique Kerber,GER,female,1.73,tennis,0,1,0
Angelos Vlachopoulos,GRE,male,1.79,aquatics,0,0,0
Angie Orjuela,COL,female,1.58,athletics,0,0,0
Angie Sabrina Gonzalez,VEN,female,1.60,cycling,0,0,0
Angus Groom,GBR,male,1.95,rowing,0,0,0
Anicka Newell,CAN,female,1.75,athletics,0,0,0
Anicka van Emden,NED,female,1.69,judo,0,0,1
Anika Lorenz,GER,female,1.72,sailing,0,0,0
Anilda Thomas,IND,female,,athletics,0,0,0
Anirban Lahiri,IND,male,1.72,golf,0,0,0
Anish Khem,FIJ,male,1.75,football,0,0,0
Anisha Vekemans,BEL,female,1.60,cycling,0,0,0
Anissa Khelfaoui,ALG,female,1.68,fencing,0,0,0
Anita Alvarez,USA,female,1.71,aquatics,0,0,0
Anita Hinriksdottir,ISL,female,1.72,athletics,0,0,0
Anita Marton,HUN,female,1.72,athletics,0,0,1
Anita McLAREN,NZL,female,1.63,hockey,0,0,0
Anita Wlodarczyk,POL,female,1.78,athletics,1,0,0
